iter, time, cost, ls_iters, alpha, delta, q_norm, dq_norm, dqH_norm, trust_ratio, grad_norm, dL_dq, h_norm, merit
22, 0.005185714, 11.850508326802277, 0, nan, 0.4, 45.83354723691198, 0.017092227764591565, 39.280127902315215, 1.041704337161021, 212.68349903553764, -0.1595034965776022, 0.4269904121038796, 11.850508326802277
23, 0.005161036, 10.771812356276815, 0, nan, 0.8, 45.82820191301416, 0.03041072400127187, 41.716304041841205, 0.45832046425437967, 252.61012809185297, -0.16520950428179176, 0.40129562392947343, 10.771812356276815
24, 0.005494979, 10.294218654904396, 0, nan, 0.8, 45.82060291971198, 0.02834774939824169, 45.98058024904687, 0.40807244281760857, 227.84571763601778, -0.2397016660499056, 0.38998257420330296, 10.294218654904396
25, 0.005298525, 9.739176611578522, 0, nan, 0.8, 45.81357915432731, 0.026988137217460118, 48.57239848052525, -0.43596966833426576, 320.9112698639364, -0.22577206205417572, 0.3763103075443945, 9.739176611578522
26, 0.000567782, 9.739176611578522, 0, nan, 0.2, 45.81357915432731, 0.006742787440783557, 48.57239848052525, 0.9405208555318416, 320.9112698639364, -0.20780119177484244, 0.3763103075443945, 9.739176611578522
27, 0.005211073, 8.76015213846514, 0, nan, 0.4, 45.81099913357964, 0.013082984861875546, 49.14398621720499, 0.6585441029538405, 209.06715183924393, -0.1704580971733221, 0.34956320587207346, 8.76015213846514
28, 0.005199528, 8.234372500425966, 0, nan, 0.4, 45.80557697039855, 0.01217585427823177, 50.25326691221919, 0.5883495450598899, 262.4759572995691, -0.16097219363399493, 0.33466952255914706, 8.234372500425966
29, 0.005220608, 7.816572267198947, 0, nan, 0.4, 45.799945906314115, 0.011299590814236283, 51.242805053485924, 0.5438746922884544, 195.14759980347202, -0.1576255117960176, 0.3224492915777592, 7.816572267198947
30, 0.005166371, 7.457750651000164, 0, nan, 0.4, 45.794350249426465, 0.010592275949773612, 52.126491640337825, 0.521779477525971, 256.7612523730405, -0.15239767989392664, 0.31163163124994264, 7.457750651000164
31, 0.005664499, 7.140017216670565, 0, nan, 0.4, 45.7889881513145, 0.010022019541462012, 52.81685530152992, 0.5385558657309116, 189.78388327912523, -0.15130451750469906, 0.3017830801292298, 7.140017216670565
32, 0.005307758, 6.828651628484372, 0, nan, 0.4, 45.783866383971265, 0.009573818973894409, 53.25237628485069, 0.541361747265691, 251.73118474836392, -0.14489241860981078, 0.29180360398210425, 6.828651628484372
33, 0.005319228, 6.541501700297866, 0, nan, 0.4, 45.7790172198773, 0.009216974359163348, 53.461602059252066, 0.5723741545085841, 182.85942580528015, -0.14142294313781878, 0.28232351033977704, 6.541501700297866
34, 0.005251824, 6.257472398862773, 0, nan, 0.4, 45.774389061261445, 0.008930634591625469, 53.42260607601299, 0.5838286140451097, 241.20489370240065, -0.13394636895298295, 0.2726139101825555, 6.257472398862773
35, 0.005234514, 5.994174760956684, 0, nan, 0.4, 45.76998359416814, 0.008701044109977494, 53.21097304206473, 0.6199892395929301, 173.6320183515775, -0.12835793990505473, 0.2633307161374809, 5.994174760956684
36, 0.005416515, 5.736875070041713, 0, nan, 0.4, 45.76575340254471, 0.008507561057181545, 52.86712370346207, 0.6341953058353157, 225.79881003725384, -0.12042584131244301, 0.25393371389108693, 5.736875070041713
37, 0.00556421, 5.499498616883686, 0, nan, 0.4, 45.76170278495426, 0.008351202235384285, 52.44606835921782, 0.6690354704580338, 162.57922962535727, -0.11355912794080086, 0.2449893846467338, 5.499498616883686
38, 0.005452591, 5.272157670907495, 0, nan, 0.4, 45.757794354478015, 0.008213236866622679, 51.99589951062195, 0.6789318595267737, 207.14491867708128, -0.10581858286148292, 0.23612370607727384, 5.272157670907495
39, 0.005249178, 5.064908276103124, 0, nan, 0.4, 45.754035271080966, 0.008100102428133802, 51.53465122622494, 0.7128257970798554, 151.23061625785988, -0.09882735360940433, 0.22779692731394927, 5.064908276103124
40, 0.005408835, 4.868550253426374, 0, nan, 0.4, 45.75039631460011, 0.007995745732015476, 51.10791895521009, 0.7132091499426544, 187.12549334109372, -0.0917669607049264, 0.2196449891563878, 4.868550253426374
41, 0.005229309, 4.692032715351121, 0, nan, 0.4, 45.74688640929954, 0.00790891083185311, 50.702458504905756, 0.7471716122552092, 140.98886771302838, -0.08554105186886561, 0.21211824507853388, 4.692032715351121
42, 0.005329658, 4.524802595206691, 0, nan, 0.4, 45.743482783150746, 0.007826139372012339, 50.36102142989476, 0.7350731856615728, 167.4177767631961, -0.07947362029701047, 0.20476422114815532, 4.524802595206691
43, 0.005513069, 4.376326403294562, 0, nan, 0.4, 45.74019531662223, 0.007756568664204551, 50.05047521860052, 0.7699176807056287, 132.8057659392705, -0.07449500021431478, 0.19808740677183523, 4.376326403294562
44, 0.005331611, 4.2343987346668355, 0, nan, 0.8, 45.73700643495276, 0.01537767703392067, 49.81406823262369, -0.05289329742253121, 149.1924114070739, -0.07933573270940986, 0.19151591870099618, 4.2343987346668355
45, 0.00054375, 4.2343987346668355, 0, nan, 0.2, 45.73700643495276, 0.0038443300041682907, 49.81406823262369, 0.9284893450276148, 149.1924114070739, -0.0647004275644722, 0.19151591870099618, 4.2343987346668355
46, 0.005219329, 4.097659799527144, 0, nan, 0.4, 45.735465634106404, 0.007660349029834282, 49.694458659469404, 0.7831576984315299, 122.09934841954677, -0.06224911944261079, 0.18461769096622513, 4.097659799527144
47, 0.005231344, 3.9824007089997666, 0, nan, 0.8, 45.73243011698044, 0.015202305861085017, 49.538132251191534, -0.053436531368831496, 128.49969010863052, -0.06879356605253996, 0.17904263416231697, 3.9824007089997666
48, 0.000537826, 3.9824007089997666, 0, nan, 0.2, 45.73243011698044, 0.003800464174038343, 49.538132251191534, 0.928258952811247, 128.49969010863052, -0.05442445458782449, 0.17904263416231697, 3.9824007089997666
49, 0.005183992, 3.8729883630274626, 0, nan, 0.4, 45.730964300184034, 0.007575831908526271, 49.4571140686028, 0.7946210655615515, 115.36956874570396, -0.05385607581112491, 0.17322727022717813, 3.8729883630274626
